",sgSCR_pre_r1,sgSCR_pre_r2,sgSCR_pre_r3,MBD2KO_pre_r1,MBD2KO_pre_r2,MBD2KO_pre_r3,sgSCR_post_r1,sgSCR_post_r2,sgSCR_post_r3,MBD2KO_post_r1,MBD2KO_post_r2,MBD2KO_post_r3"
"11162" ",\"SLC40A1,4919,6608,4749,5282,3997,4425,5712,7369,5556,4263,4408,3496\""
"11163" ",\"SLC41A1,96,127,107,137,114,97,322,355,268,161,202,206\""
"11164" ",\"SLC41A3,196,344,223,326,316,279,104,176,116,76,99,86\""
"11165" ",\"SLC43A1,391,654,564,827,651,554,713,1047,654,1025,1132,949\""
"11166" ",\"SLC43A2,104,174,109,159,213,137,54,113,60,91,95,81\""
"11167" ",\"SLC43A3,862,1224,930,1021,888,988,892,1198,784,687,749,616\""
"11168" ",\"SLC44A1,1253,1586,1164,1130,712,742,1305,1571,1175,490,552,413\""
"11169" ",\"SLC44A2,350,540,417,457,464,368,386,447,291,227,277,247\""
"11170" ",\"SLC45A3,50,42,42,41,46,38,7,17,6,9,9,10\""
"11171" ",\"SLC45A4,73,130,80,338,302,287,117,121,94,143,157,142\""
"11172" ",\"SLC46A1,19,18,20,6,9,5,7,12,5,3,2,3\""
"11173" ",\"SLC46A3,8,6,5,66,42,36,14,22,10,41,39,25\""
"11174" ",\"SLC48A1,77,121,90,138,131,96,272,411,249,207,233,218\""
"11175" ",\"SLC49A3,3,5,9,26,22,17,2,8,4,11,7,4\""
"11176" ",\"SLC49A4,28,60,31,34,30,29,20,48,14,22,11,20\""
"11177" ",\"SLC4A1,16,39,29,1556,1463,1064,578,708,451,7518,9303,8472\""
"11178" ",\"SLC4A1AP,347,457,350,443,352,329,373,517,377,298,275,246\""
"11179" ",\"SLC4A1APP1,56,86,76,94,59,80,71,82,71,58,65,43\""
"11180" ",\"SLC4A2,207,371,294,394,473,314,320,371,278,285,286,263\""
"11181" ",\"SLC4A5,10,7,12,19,14,10,26,35,21,14,22,13\""
"11182" ",\"SLC4A7,793,1041,696,366,349,386,418,507,418,97,104,85\""
"11183" ",\"SLC4A8,28,27,18,31,19,12,21,18,13,9,13,8\""
"11184" ",\"SLC50A1,380,524,352,510,414,314,458,598,424,320,346,270\""
"11185" ",\"SLC51A,40,49,35,43,16,33,27,26,29,27,27,31\""
"11186" ",\"SLC52A2,145,234,190,275,301,246,143,200,158,108,131,105\""
"11187" ",\"SLC5A3,1570,1979,1306,1651,1139,1473,1559,1788,1334,834,798,592\""
"11188" ",\"SLC5A6,311,516,405,588,692,625,329,373,266,233,242,238\""
"11189" ",\"SLC66A1,37,39,35,69,79,70,42,70,47,65,46,55\""
"11190" ",\"SLC66A2,701,1051,848,761,734,565,1203,1585,1033,785,832,822\""
"11191" ",\"SLC66A3,65,80,62,66,59,55,37,61,30,44,39,26\""
"11192" ",\"SLC6A10P,4,17,9,15,20,12,20,30,6,10,10,13\""
"11193" ",\"SLC6A19,27,35,31,423,394,311,171,199,129,581,583,600\""
"11194" ",\"SLC6A6,208,251,254,412,336,426,147,156,117,44,45,59\""
"11195" ",\"SLC6A8,229,380,293,432,544,399,395,517,312,426,542,438\""
"11196" ",\"SLC6A9,49,50,64,145,93,82,148,206,126,344,383,395\""
"11197" ",\"SLC7A1,743,1049,846,1314,1145,1063,1647,2001,1387,1786,2044,1873\""
"11198" ",\"SLC7A11,664,679,623,1488,607,582,2959,3689,2802,4797,4732,3239\""
"11199" ",\"SLC7A11-AS1,53,41,42,96,37,37,147,191,119,246,229,144\""
"11200" ",\"SLC7A5,200,282,205,253,250,182,567,717,429,584,567,616\""
"11201" ",\"SLC7A5P1,85,130,115,114,124,102,226,310,201,161,144,155\""
"11202" ",\"SLC7A6,238,301,245,276,223,298,150,181,143,82,107,92\""
"11203" ",\"SLC7A6OS,82,140,107,153,94,93,109,142,97,72,87,69\""
"11204" ",\"SLC7A8,44,67,39,58,54,42,50,93,61,40,60,51\""
"11205" ",\"SLC8A2,4,13,8,21,20,2,11,11,7,6,10,16\""
"11206" ",\"SLC8B1,180,273,210,226,235,166,154,222,144,85,102,74\""
"11207" ",\"SLC9A1,23,38,26,26,21,19,49,41,25,36,48,35\""
"11208" ",\"SLC9A2,82,90,60,132,106,92,64,82,45,51,32,30\""
"11209" ",\"SLC9A3-AS1,34,40,48,28,38,31,21,28,18,20,27,17\""
"11210" ",\"SLC9A3R1,71,101,91,104,87,73,95,151,95,69,77,64\""
"11211" ",\"SLC9A3R2,6,8,12,14,22,11,7,6,3,7,3,4\""
"11212" ",\"SLC9A5,26,49,41,38,52,38,28,32,27,17,24,18\""
"11213" ",\"SLC9A6,452,633,473,685,497,577,338,447,346,256,277,206\""
"11214" ",\"SLC9A7,613,854,631,477,373,412,536,641,460,79,102,66\""
"11215" ",\"SLC9A8,81,83,62,84,63,59,134,174,122,78,104,72\""
"11216" ",\"SLC9B1,7,7,7,14,2,12,8,7,10,8,9,8\""
"11217" ",\"SLC9B2,294,462,285,340,301,280,289,334,228,248,277,207\""
"11218" ",\"SLCO4A1,76,125,101,114,133,137,50,61,52,15,20,17\""
"11219" ",\"SLCO4C1,62,76,49,135,97,103,112,181,106,133,147,76\""
"11220" ",\"SLF1,692,882,588,764,486,557,944,1150,854,586,607,450\""
"11221" ",\"SLF2,1177,1497,1076,1275,1041,1168,1367,1645,1152,954,1079,815\""
"11222" ",\"SLFN11,48,73,44,84,33,46,34,63,37,27,35,25\""
"11223" ",\"SLFN12,13,26,13,22,29,22,23,32,17,20,20,15\""
"11224" ",\"SLFN12L,4,10,4,10,15,14,6,11,10,3,11,8\""
"11225" ",\"SLFN13,328,457,299,728,569,523,359,485,316,353,360,255\""
"11226" ",\"SLFN14,29,36,29,113,82,81,162,194,131,320,342,261\""
"11227" ",\"SLFN5,11,7,7,4,0,2,14,17,10,13,17,11\""
"11228" ",\"SLFNL1,2,12,4,12,17,15,23,13,6,9,14,12\""
"11229" ",\"SLFNL1-AS1,11,24,15,13,16,16,19,22,16,18,18,17\""
"11230" ",\"SLIRP,757,1015,573,943,723,797,593,837,510,404,433,284\""
"11231" ",\"SLK,2249,2942,2054,3121,2143,2519,2053,2615,1772,1788,2056,1367\""
"11232" ",\"SLMAP,908,1259,833,1059,905,922,928,1023,773,635,688,541\""
"11233" ",\"SLTM,2037,2667,1957,2623,1872,2217,2297,2919,2181,1739,1870,1414\""
"11234" ",\"SLU7,693,958,658,847,557,678,745,937,668,645,742,548\""
"11235" ",\"SLX1B,104,136,88,149,94,103,151,199,108,172,201,133\""
"11236" ",\"SLX1B-SULT1A4,9,14,15,23,22,11,16,45,23,47,39,30\""
"11237" ",\"SLX4,42,93,59,68,70,74,101,112,98,74,77,85\""
"11238" ",\"SLX4IP,136,205,126,154,111,114,143,164,107,55,85,77\""
"11239" ",\"SMAD1,96,144,99,71,57,63,60,85,64,21,32,19\""
"11240" ",\"SMAD2,3166,4033,2939,3006,2181,2428,2382,2766,2045,1494,1637,1194\""
"11241" ",\"SMAD3,158,234,162,164,136,139,268,351,247,159,131,122\""
"11242" ",\"SMAD4,1320,1862,1286,1163,960,1082,1279,1509,1120,918,1091,796\""
"11243" ",\"SMAD5,773,1039,659,909,688,828,296,369,273,196,227,160\""
"11244" ",\"SMAD6,0,1,0,6,6,5,9,9,4,33,34,27\""
"11245" ",\"SMAD9,14,14,10,26,15,17,24,29,19,16,24,12\""
"11246" ",\"SMAP1,191,304,239,276,232,213,195,277,203,145,149,128\""
"11247" ",\"SMAP2,371,465,387,484,331,361,574,664,435,460,428,389\""
"11248" ",\"SMARCA2,1256,1716,1287,1264,1112,951,1327,1758,1114,617,754,570\""
"11249" ",\"SMARCA4,1842,2747,2133,2579,2716,2333,2119,2731,1838,1530,1666,1535\""
"11250" ",\"SMARCA5,2215,3015,2002,2856,1953,2223,2229,2821,1850,1903,2213,1575\""
"11251" ",\"SMARCA5-AS1,15,6,5,4,4,6,8,14,13,11,7,4\""
"11252" ",\"SMARCAD1,1666,2135,1504,2165,1545,1778,1799,2278,1594,1522,1608,1071\""
"11253" ",\"SMARCAL1,180,249,197,292,243,221,190,282,184,212,240,209\""
"11254" ",\"SMARCB1,346,491,352,513,518,394,366,488,337,318,315,260\""
"11255" ",\"SMARCC1,1847,2846,1921,2259,2241,1942,1581,2010,1326,936,1189,894\""
"11256" ",\"SMARCC2,543,727,557,680,522,469,805,1042,643,531,582,512\""
"11257" ",\"SMARCD1,192,235,194,209,167,183,198,247,144,111,136,126\""
"11258" ",\"SMARCD2,1120,1559,1163,1280,1093,1065,895,1241,866,635,638,487\""
"11259" ",\"SMARCD3,22,35,16,23,21,19,17,27,10,24,24,27\""
"11260" ",\"SMARCE1,682,895,654,709,511,568,591,681,538,494,485,365\""
"11261" ",\"SMARCE1P1,11,17,13,18,5,15,13,19,8,7,15,8\""
"11262" ",\"SMARCE1P2,15,16,14,10,12,6,13,17,9,13,17,8\""
"11263" ",\"SMARCE1P5,109,155,116,119,128,93,110,145,94,91,90,73\""
"11264" ",\"SMARCE1P6,16,32,21,26,30,29,22,33,18,23,27,20\""
"11265" ",\"SMC1A,1475,2266,1616,2069,1751,1738,1935,2355,1517,1578,1785,1459\""
"11266" ",\"SMC1B,776,1099,715,747,529,524,1458,1942,1264,1346,1633,1033\""
"11267" ",\"SMC2,3206,4337,2925,4198,2980,3484,3111,3978,2811,4123,4527,3103\""
"11268" ",\"SMC3,2232,3108,2125,3381,2282,2736,2232,2893,1942,2286,2542,1821\""
"11269" ",\"SMC4,3512,4924,3314,4990,3523,4024,2802,3727,2549,3327,3701,2706\""
"11270" ",\"SMC5,1621,2041,1302,1782,1305,1606,1409,1768,1314,1166,1244,885\""
"11271" ",\"SMC5-AS1,14,25,13,28,19,23,19,14,18,21,23,23\""
"11272" ",\"SMC6,2853,3886,2791,3676,2500,2844,2594,3310,2335,2100,2312,1574\""
"11273" ",\"SMCHD1,4678,5998,4086,4138,2779,3289,5148,6342,4585,3162,3388,2423\""
"11274" ",\"SMCO3,15,20,12,19,19,11,18,15,22,35,36,28\""
"11275" ",\"SMCO4,17,23,29,26,15,18,7,16,4,5,5,4\""
"11276" ",\"SMCR8,540,750,517,680,783,641,513,629,453,410,450,401\""
"11277" ",\"SMDT1,123,224,158,202,203,175,106,167,91,149,169,143\""
"11278" ",\"SMG1,3755,4640,3066,4634,3316,3883,5418,6633,4044,3965,4325,3167\""
"11279" ",\"SMG1P1,518,627,496,589,431,441,960,1042,908,822,893,749\""
"11280" ",\"SMG1P2,347,475,313,434,315,339,575,768,489,472,449,370\""
"11281" ",\"SMG1P3,1783,2173,1495,2199,1498,1602,4323,5565,3285,3740,3607,3105\""
"11282" ",\"SMG1P4,246,244,198,218,149,178,568,621,395,392,422,345\""
"11283" ",\"SMG1P5,47,60,47,58,39,45,84,134,83,73,73,74\""
"11284" ",\"SMG1P6,164,170,146,194,109,151,345,400,276,231,236,176\""
"11285" ",\"SMG1P7,50,72,58,75,46,60,78,78,41,58,51,36\""
"11286" ",\"SMG5,591,825,683,811,846,756,649,843,614,506,556,536\""
"11287" ",\"SMG6,221,291,223,288,210,259,265,330,232,225,285,181\""
"11288" ",\"SMG7,490,599,507,556,500,514,530,597,393,303,304,290\""
"11289" ",\"SMG7-AS1,14,7,15,22,14,14,14,19,8,9,9,10\""
"11290" ",\"SMG8,485,651,484,597,512,557,472,645,428,301,320,268\""
"11291" ",\"SMG9,129,218,154,207,221,169,207,273,169,152,201,176\""
"11292" ",\"SMIM1,225,305,234,319,328,217,332,461,355,361,442,395\""
"11293" ",\"SMIM10,1140,1514,1094,1157,749,828,1121,1549,1074,428,497,366\""
"11294" ",\"SMIM10L1,192,304,187,245,216,225,305,404,303,283,319,268\""
"11295" ",\"SMIM11B,230,292,200,234,237,234,155,234,120,108,117,80\""
"11296" ",\"SMIM11P1,10,21,8,21,8,14,5,6,8,7,3,5\""
"11297" ",\"SMIM12,388,537,407,497,449,407,413,523,326,258,293,214\""
"11298" ",\"SMIM13,445,629,392,691,500,529,344,457,341,362,371,294\""
"11299" ",\"SMIM14,25,19,16,15,10,12,8,4,5,9,6,9\""
"11300" ",\"SMIM15,1118,1452,975,1324,907,1110,739,848,692,558,579,393\""
"11301" ",\"SMIM19,421,537,392,350,253,205,332,429,303,246,285,206\""
"11302" ",\"SMIM20,165,211,156,240,177,181,198,230,154,149,148,122\""
"11303" ",\"SMIM26,157,217,137,245,143,180,163,172,146,127,136,101\""
"11304" ",\"SMIM27,31,49,54,68,49,38,39,68,41,59,72,50\""
"11305" ",\"SMIM29,48,59,36,54,48,29,48,53,39,20,37,30\""
"11306" ",\"SMIM30,974,1237,779,977,690,817,570,647,572,303,362,212\""
"11307" ",\"SMIM4,168,232,172,213,204,210,130,205,115,104,88,88\""
"11308" ",\"SMIM5,121,166,162,350,268,213,166,208,153,535,574,450\""
"11309" ",\"SMIM6,8,18,11,7,7,6,14,20,11,18,16,14\""
"11310" ",\"SMIM7,419,539,441,539,350,403,385,548,369,311,343,224\""
"11311" ",\"SMIM8,269,312,201,258,157,209,309,406,270,273,313,205\""
"11312" ",\"SMN1,36,69,56,45,42,50,34,38,42,25,27,15\""
"11313" ",\"SMN2,977,1339,849,1263,1086,981,809,1143,670,558,611,411\""
"11314" ",\"SMNDC1,481,613,404,552,438,472,383,437,310,327,372,252\""
"11315" ",\"SMOX,0,0,0,10,10,13,17,20,4,82,74,95\""
"11316" ",\"SMPD1,24,33,17,20,30,16,23,61,26,34,43,54\""
"11317" ",\"SMPD2,132,193,160,202,203,159,98,120,75,42,48,48\""
"11318" ",\"SMPD3,14,11,15,22,13,12,8,15,12,10,11,7\""
"11319" ",\"SMPD4,384,525,365,507,478,407,409,488,336,298,337,325\""
"11320" ",\"SMPDL3B,28,46,34,115,116,95,108,157,81,132,137,130\""
"11321" ",\"SMPX,2,1,0,21,13,14,1,0,0,19,23,18\""
"11322" ",\"SMS,568,770,477,663,515,549,291,381,246,159,170,147\""
"11323" ",\"SMTN,47,71,55,64,78,58,48,62,59,81,76,65\""
"11324" ",\"SMU1,883,1209,744,1145,821,895,786,1025,718,538,632,503\""
"11325" ",\"SMUG1,176,265,171,237,188,160,130,194,150,114,92,85\""
"11326" ",\"SMURF1,197,305,230,296,241,264,182,216,157,151,149,121\""
"11327" ",\"SMURF2,211,296,155,213,159,169,117,149,121,97,103,92\""
"11328" ",\"SMURF2P1,11,15,20,15,13,10,6,11,8,9,2,6\""
"11329" ",\"SMYD2,546,765,485,633,503,560,148,168,128,52,66,50\""
"11330" ",\"SMYD3,59,102,76,88,41,50,48,51,42,13,15,9\""
"11331" ",\"SMYD4,430,563,393,546,461,394,388,501,370,283,315,246\""
"11332" ",\"SMYD5,64,78,49,78,64,82,70,93,77,42,54,58\""
"11333" ",\"SNAI1,65,88,48,64,38,32,200,249,155,134,154,123\""
"11334" ",\"SNAI2,209,285,231,39,30,29,23,19,18,15,11,5\""
"11335" ",\"SNAI3-AS1,6,9,4,8,12,5,12,20,7,18,17,12\""
"11336" ",\"SNAP23,1171,1509,1088,1509,1150,1123,653,891,585,670,794,489\""
"11337" ",\"SNAP23P1,44,66,50,74,57,54,33,24,30,30,42,23\""
"11338" ",\"SNAP29,220,353,219,310,286,272,247,303,186,220,266,213\""
"11339" ",\"SNAP47,337,439,347,659,488,443,500,608,434,625,640,512\""
"11340" ",\"SNAP47-AS1,5,2,3,12,9,1,7,11,4,16,19,18\""
"11341" ",\"SNAPC1,147,171,118,161,109,121,159,219,163,132,159,106\""
"11342" ",\"SNAPC2,43,79,67,74,78,48,61,96,48,38,43,51\""
"11343" ",\"SNAPC3,929,1293,877,1207,902,1015,1364,1641,1187,920,960,675\""
"11344" ",\"SNAPC4,210,324,248,276,271,254,257,284,209,110,125,101\""
"11345" ",\"SNAPC5,184,248,178,244,213,229,205,255,174,144,157,116\""
"11346" ",\"SNAPIN,263,319,240,299,250,211,210,233,170,153,172,127\""
"11347" ",\"SNCA,34,47,22,275,178,200,48,63,39,389,436,318\""
"11348" ",\"SND1,2246,3369,2495,3238,3033,2638,1746,2217,1455,1475,1518,1305\""
"11349" ",\"SND1-IT1,16,25,14,23,9,26,14,22,11,15,10,10\""
"11350" ",\"SNED1,22,37,37,46,32,34,42,59,33,40,51,30\""
"11351" ",\"SNF8,465,607,461,731,572,549,434,538,427,345,426,307\""
"11352" ",\"SNHG1,2494,3315,2153,3292,2528,2734,3242,4338,3061,2896,3159,2345\""
"11353" ",\"SNHG10,147,193,161,255,171,169,168,184,153,202,217,190\""
"11354" ",\"SNHG11,72,78,70,68,70,63,60,87,68,44,47,39\""
"11355" ",\"SNHG12,499,661,399,569,455,506,846,1064,726,623,625,525\""
"11356" ",\"SNHG14,463,592,497,594,408,443,419,501,359,336,341,256\""
"11357" ",\"SNHG15,651,973,651,741,577,627,487,653,486,324,352,269\""
"11358" ",\"SNHG16,763,1047,767,1078,883,892,869,1122,689,763,868,631\""
"11359" ",\"SNHG17,251,330,294,354,356,353,284,404,274,214,264,234\""
"11360" ",\"SNHG19,184,279,182,216,200,172,262,407,268,264,252,225\""
"11361" ",\"SNHG20,100,108,97,116,78,80,110,153,102,87,105,80\""
"11362" ",\"SNHG21,24,24,22,22,38,17,33,31,34,23,26,13\""
"11363" ",\"SNHG22,40,69,61,66,80,40,82,159,70,107,111,62\""
"11364" ",\"SNHG25,166,212,93,181,184,104,261,404,186,207,217,139\""
"11365" ",\"SNHG26,139,210,144,182,161,182,119,104,88,81,71,53\""
"11366" ",\"SNHG29,4665,6360,4353,6752,5126,4878,3853,5811,3759,4072,4289,3356\""
"11367" ",\"SNHG3,1454,2020,1565,1782,1658,1798,1230,1575,1177,764,820,713\""
"11368" ",\"SNHG30,76,91,106,126,88,88,94,118,73,80,72,49\""
"11369" ",\"SNHG32,1189,1592,1205,1849,1228,1152,1137,1572,1119,1345,1408,1065\""
"11370" ",\"SNHG4,146,226,139,203,179,253,128,136,105,69,65,67\""
"11371" ",\"SNHG5,2939,4045,2632,4145,2854,3033,3392,4565,3023,2656,2912,2045\""
"11372" ",\"SNHG6,1133,1498,999,1522,1129,1158,1325,1821,1218,1245,1329,1004\""
"11373" ",\"SNHG7,398,588,450,623,633,569,457,703,444,392,427,388\""
"11374" ",\"SNHG8,1757,2578,1483,2366,2016,1893,1685,2359,1540,1415,1601,1246\""
"11375" ",\"SNHG9,32,57,32,68,58,61,63,100,61,69,67,69\""
"11376" ",\"SNIP1,402,580,422,520,431,434,352,489,341,261,307,193\""
"11377" ",\"SNN,46,53,58,63,62,67,18,34,26,40,26,25\""
"11378" ",\"SNORA10B,26,34,4,25,19,11,19,46,12,28,21,21\""
"11379" ",\"SNORA11B,21,19,14,17,12,8,16,22,8,6,18,7\""
"11380" ",\"SNORA11F,40,59,32,48,35,38,26,34,21,52,47,31\""
"11381" ",\"SNORA12,590,810,387,661,422,355,682,1140,616,615,740,432\""
"11382" ",\"SNORA13,76,83,40,91,60,54,76,122,62,57,75,37\""
"11383" ",\"SNORA14A,13,16,2,18,8,2,6,20,8,11,23,10\""
"11384" ",\"SNORA14B,131,180,70,110,68,77,128,232,119,128,172,67\""
"11385" ",\"SNORA15,54,81,30,63,36,29,66,100,42,28,43,13\""
"11386" ",\"SNORA15B-1,23,14,4,14,5,10,14,23,8,33,16,15\""
"11387" ",\"SNORA20,61,84,31,66,43,30,88,115,49,40,74,26\""
"11388" ",\"SNORA22,114,133,48,132,69,71,119,204,88,115,114,54\""
"11389" ",\"SNORA22B,23,36,10,30,21,23,19,19,15,13,10,6\""
"11390" ",\"SNORA22C,43,56,16,41,29,24,44,66,39,32,49,18\""
"11391" ",\"SNORA23,737,900,383,780,627,425,835,1330,693,672,881,472\""
"11392" ",\"SNORA26,465,547,188,503,339,274,414,625,280,410,549,224\""
"11393" ",\"SNORA28,73,63,29,70,40,53,82,129,50,84,87,46\""
"11394" ",\"SNORA2A,164,199,54,163,123,84,177,257,131,182,349,83\""
"11395" ",\"SNORA2B,47,47,30,69,45,36,29,35,38,55,40,26\""
"11396" ",\"SNORA30,21,18,3,18,7,13,19,31,16,19,19,7\""
"11397" ",\"SNORA33,519,622,267,557,260,369,618,971,467,441,615,224\""
"11398" ",\"SNORA37,83,90,36,52,16,16,88,116,67,44,48,23\""
"11399" ",\"SNORA38,550,613,197,701,425,373,579,916,410,641,668,272\""
"11400" ",\"SNORA38B,87,110,33,82,39,55,129,201,93,99,116,51\""
"11401" ",\"SNORA40B,74,61,22,46,24,24,53,85,43,57,60,21\""
"11402" ",\"SNORA46,90,115,32,89,45,54,135,239,86,90,129,85\""
"11403" ",\"SNORA47,26,46,17,49,36,22,102,208,96,83,96,55\""
"11404" ",\"SNORA49,388,456,160,407,268,239,411,664,320,419,537,216\""
"11405" ",\"SNORA53,946,1194,526,979,436,564,1175,1769,1248,1044,1338,626\""
"11406" ",\"SNORA54,967,1225,350,937,524,465,916,1555,664,926,1052,467\""
"11407" ",\"SNORA55,37,58,26,48,28,40,73,110,59,43,64,29\""
"11408" ",\"SNORA58,13,27,10,18,17,12,29,39,16,10,31,8\""
"11409" ",\"SNORA59A,98,110,51,103,76,49,109,182,71,100,124,59\""
"11410" ",\"SNORA5A,27,42,18,33,27,32,51,77,33,38,42,24\""
"11411" ",\"SNORA5C,36,54,25,50,41,29,48,90,49,47,62,54\""
"11412" ",\"SNORA60,11,10,2,9,6,9,15,22,9,10,24,4\""
"11413" ",\"SNORA63D,17,27,8,10,17,8,21,31,14,12,9,13\""
"11414" ",\"SNORA65,291,329,142,328,210,155,290,537,224,220,308,138\""
"11415" ",\"SNORA66,157,160,47,136,61,67,105,215,125,124,152,39\""
"11416" ",\"SNORA68B,205,251,66,186,70,81,157,286,170,169,278,82\""
"11417" ",\"SNORA71A,937,1125,531,1147,972,622,1129,2038,852,1159,1223,671\""
"11418" ",\"SNORA71C,102,138,84,131,147,67,166,276,117,123,180,103\""
"11419" ",\"SNORA71D,530,783,262,633,539,311,639,1150,495,568,734,371\""
"11420" ",\"SNORA73B,15021,19873,9688,18812,14665,10498,16228,26010,14195,15260,19747,10478\""
"11421" ",\"SNORA74A,311,452,116,393,233,162,336,607,261,187,266,111\""
"11422" ",\"SNORA74B,99,117,66,137,104,60,134,231,130,117,167,95\""
"11423" ",\"SNORA74D,388,460,232,479,404,306,291,478,213,253,322,164\""
"11424" ",\"SNORA75,92,94,31,58,46,46,75,117,74,53,58,47\""
"11425" ",\"SNORA77,20,25,12,22,18,7,35,73,26,32,45,18\""
"11426" ",\"SNORA79,43,56,12,45,15,25,25,55,28,45,58,20\""
"11427" ",\"SNORA79B,25,26,10,19,21,11,10,13,16,10,31,12\""
"11428" ",\"SNORA80A,209,304,115,202,186,132,239,435,183,232,322,148\""
"11429" ",\"SNORA80B,388,566,197,368,268,202,529,1025,388,364,511,274\""
"11430" ",\"SNORA80C,11,24,6,23,13,8,16,29,13,9,16,5\""
"11431" ",\"SNORA80D,93,128,60,114,91,44,119,179,116,102,138,53\""
"11432" ",\"SNORA80E,60,77,25,64,51,33,68,135,70,76,80,25\""
"11433" ",\"SNORA9B,19,21,16,16,13,14,18,26,18,13,25,8\""
"11434" ",\"SNORD100,174,190,109,211,145,144,140,198,137,114,122,90\""
"11435" ",\"SNORD101,183,217,127,172,145,160,235,283,203,143,171,106\""
"11436" ",\"SNORD104,165,247,111,209,227,104,267,390,182,185,236,146\""
"11437" ",\"SNORD105B,45,47,20,39,42,19,33,72,13,29,58,18\""
"11438" ",\"SNORD11,35,33,19,29,22,28,27,35,27,16,25,21\""
"11439" ",\"SNORD116-13,19,24,17,29,19,18,9,17,6,6,15,5\""
"11440" ",\"SNORD116-14,23,36,20,28,13,19,10,21,12,19,13,8\""
"11441" ",\"SNORD116-15,33,23,6,13,4,10,5,16,11,20,19,6\""
"11442" ",\"SNORD116-16,24,32,6,29,13,15,14,22,16,18,34,6\""
"11443" ",\"SNORD116-17,45,44,15,39,16,15,23,24,19,27,20,18\""
"11444" ",\"SNORD116-18,32,37,24,39,29,22,16,14,14,19,18,13\""
"11445" ",\"SNORD116-19,18,22,17,26,22,26,12,10,4,12,11,7\""
"11446" ",\"SNORD116-2,20,16,7,12,8,6,7,14,7,8,10,4\""
"11447" ",\"SNORD116-24,14,21,3,17,2,5,6,13,9,11,10,4\""
"11448" ",\"SNORD116-3,41,28,10,29,16,7,19,34,12,22,37,13\""
"11449" ",\"SNORD117,27,37,17,34,24,15,34,68,20,29,46,21\""
"11450" ",\"SNORD11B,20,25,4,13,9,10,11,21,15,10,19,10\""
"11451" ",\"SNORD12B,101,102,65,89,80,71,76,81,61,58,40,31\""
"11452" ",\"SNORD12C,66,91,64,77,62,47,169,234,155,116,142,127\""
"11453" ",\"SNORD13E,5,9,5,6,6,4,5,15,8,13,13,11\""
"11454" ",\"SNORD14A,80,80,35,81,53,51,37,117,48,55,58,30\""
"11455" ",\"SNORD14E,48,43,21,45,36,36,51,78,43,33,38,31\""
"11456" ",\"SNORD15B,364,396,216,360,243,241,463,707,318,294,318,197\""
"11457" ",\"SNORD17,6987,8604,4146,7163,4188,4134,7383,11092,6606,5243,5866,3613\""
"11458" ",\"SNORD19,13,16,9,11,14,16,14,11,12,15,7,7\""
"11459" ",\"SNORD19C,17,18,18,15,14,16,16,13,8,3,14,5\""
"11460" ",\"SNORD1B,6,15,6,6,11,13,9,5,2,5,1,2\""
"11461" ",\"SNORD3A,26,38,32,23,37,41,34,47,48,46,38,48\""
"11462" ",\"SNORD3B-1,15,20,21,21,33,20,13,42,20,16,16,27\""
"11463" ",\"SNORD3B-2,66,91,61,90,137,107,84,148,78,94,81,91\""
"11464" ",\"SNORD3C,40,44,30,45,50,43,48,56,44,50,43,53\""
"11465" ",\"SNORD41,35,37,14,37,51,22,29,60,24,28,56,16\""
"11466" ",\"SNORD46,220,225,84,191,126,106,160,310,119,130,203,88\""
"11467" ",\"SNORD53B,12,13,10,8,7,13,21,24,10,6,7,14\""
"11468" ",\"SNORD59A,18,15,8,13,12,20,19,24,12,16,20,5\""
"11469" ",\"SNORD6,23,41,23,38,22,27,14,22,13,21,16,8\""
"11470" ",\"SNORD63,14,18,8,16,9,10,19,19,13,15,17,6\""
"11471" ",\"SNORD63B,19,12,15,15,13,15,20,12,16,11,19,17\""
"11472" ",\"SNORD66,22,24,8,15,13,11,14,30,13,23,30,15\""
"11473" ",\"SNORD67,17,26,13,16,15,7,26,19,9,10,19,10\""
"11474" ",\"SNORD69,36,44,16,34,33,16,14,46,18,24,39,13\""
"11475" ",\"SNORD7,9,11,10,8,12,9,6,9,8,7,5,8\""
"11476" ",\"SNORD70,12,24,22,38,18,12,18,25,13,20,17,6\""
"11477" ",\"SNORD8,20,18,13,20,14,9,17,30,27,24,27,10\""
"11478" ",\"SNORD82,26,27,13,31,24,19,6,23,12,13,17,10\""
"11479" ",\"SNORD83A,106,134,66,127,67,91,94,152,74,94,118,38\""
"11480" ",\"SNORD88A,46,52,20,38,34,28,28,66,29,44,39,22\""
"11481" ",\"SNORD89,54,55,23,47,29,33,38,60,26,33,31,17\""
"11482" ",\"SNORD9,15,20,6,6,10,9,15,18,7,15,15,6\""
"11483" ",\"SNORD92,14,17,8,11,9,4,10,26,8,8,16,5\""
"11484" ",\"SNORD93,14,27,9,8,11,16,6,11,10,1,11,9\""
"11485" ",\"SNORD94,244,309,151,302,172,191,269,415,181,258,295,144\""
"11486" ",\"SNORD99,52,56,26,45,35,47,35,87,36,47,64,27\""
"11487" ",\"SNRK,340,452,348,444,330,337,290,382,301,269,263,203\""
"11488" ",\"SNRNP200,3331,5266,4124,5037,4890,4340,3660,4855,3282,2996,3481,2929\""
"11489" ",\"SNRNP25,333,477,335,577,476,437,250,374,245,206,176,160\""
